timestamp,test-class,test-method,time,description,result
"2022-05-31 18:04:02.946","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",13884,""[1] recordIndex=0, tittle=null, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","OK"
"2022-05-31 18:04:12.734","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",9343,""[2] recordIndex=0, tittle=tittle test, description=null, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","OK"
"2022-05-31 18:04:22.299","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",9134,""[3] recordIndex=0, tittle=tittle test, description=description test, startPeriod=null, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","OK"
"2022-05-31 18:04:31.329","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",8613,""[4] recordIndex=0, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=null, budget=USD 10,000.00, link=https://test.test"","OK"
"2022-05-31 18:04:40.398","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",8590,""[5] recordIndex=0, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=null, link=null"","OK"
"2022-05-31 18:04:49.608","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",8796,""[6] recordIndex=0, tittle=Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Ti, description=Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Titi, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","OK"
"2022-05-31 18:04:59.146","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",9070,""[7] recordIndex=0, tittle=tittle test, description=description test, startPeriod=2022/04/01 22:00, endPeriod=2022/04/20 22:00, budget=USD 10,000.00, link=https://test.test"","OK"
"2022-05-31 18:05:08.329","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",8733,""[8] recordIndex=0, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD -10,000.00, link=https://test.test"","OK"
"2022-05-31 18:05:17.372","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",8612,""[9] recordIndex=0, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=XXX 10,000.00, link=https://test.test"","OK"
"2022-05-31 18:05:26.318","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",8528,""[10] recordIndex=0, tittle=null, description=null, startPeriod=null, endPeriod=null, budget=null, link=null"","OK"
