timestamp,test-class,test-method,time,description,result
"2022-05-31 16:49:37.549","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",10046,""[1] recordIndex=0, code=22/05/25, creationMoment=2022/05/25 21:51, tittle=BChimpum tittle 2: Lorem ipsum dolor sit amet cnsectetur adipiscing elit sed do eiusmod tempor incid, budget=Lorem ipsum dolor sit amet consectetur adipiscing elit sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in v, startPeriod=2022/07/22 23:00, endPeriod=2022/07/29 23:00, link=EUR 500.75, description=null"","Column 6 in record 0 is out of range"
