timestamp,test-class,test-method,time,description,result
"2022-05-31 16:05:01.832","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",31,""[1] recordIndex=22/05/25, code=2022/05/25 21:51, tittle=BChimpum tittle 2: Lorem ipsum dolor sit amet cnsectetur adipiscing elit sed do eiusmod tempor incid, budget=EUR 500.75"","Error converting parameter at index 0: Failed to convert String "22/05/25" to type java.lang.Integer"
"2022-05-31 16:05:02.851","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",2,""[2] recordIndex=22/05/26, code=2022/05/26 21:51, tittle=CChimpum tittle 3., budget=USD 1000.0"","Error converting parameter at index 0: Failed to convert String "22/05/26" to type java.lang.Integer"
"2022-05-31 16:05:03.566","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",1,""[3] recordIndex=22/05/27, code=2022/05/27 21:51, tittle=DChimpum tittle 4., budget=USD 2000.0"","Error converting parameter at index 0: Failed to convert String "22/05/27" to type java.lang.Integer"
