timestamp,test-class,test-method,time,description,result
"2022-05-31 16:13:05.842","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",7093,""[1] recordIndex=0, code=22/05/25, tittle=2022/05/25 21:51, budget=BChimpum tittle 2: Lorem ipsum dolor sit amet cnsectetur adipiscing elit sed do eiusmod tempor incid, creationMoment=EUR 500.75"","Expected value 'EUR 500.75' in attribute 1 of record 0, but found '2022/05/25 21:51'"
"2022-05-31 16:13:11.06","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",4474,""[2] recordIndex=1, code=22/05/26, tittle=2022/05/26 21:51, budget=CChimpum tittle 3., creationMoment=USD 1000.0"","Expected value 'USD 1000.0' in attribute 1 of record 1, but found '2022/05/26 21:51'"
"2022-05-31 16:13:17.537","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",5595,""[3] recordIndex=2, code=22/05/27, tittle=2022/05/27 21:51, budget=DChimpum tittle 4., creationMoment=USD 2000.0"","Expected value 'USD 2000.0' in attribute 1 of record 2, but found '2022/05/27 21:51'"
