timestamp,test-class,test-method,time,description,result
"2022-05-31 14:17:55.702","acme.testing.inventor.chimpum.InventorDeleteChimpumTest","positiveTest",8631,""[1] recordIndex=0, tittle=C5, description=., startPeriod=2022/07/21 23:00, endPeriod=2022/07/28 23:00, budget=USD 2000.00, link=https://link.com"","Expected value 'USD 2000.00' in input box 'budget', but 'USD 2,000.00' was found"
