timestamp,simple-path,time
"2022-05-31 17:50:53.518","/master/welcome",6995
"2022-05-31 17:50:54.133","/master/welcome",552
"2022-05-31 17:50:56.959","/master/sign-in",2181
"2022-05-31 17:50:58.252","/master/welcome",579
"2022-05-31 17:51:00.038","/inventor/chimpum/list",1625
"2022-05-31 17:51:01.932","/inventor/chimpum/show",1601
"2022-05-31 17:51:04.576","/inventor/chimpum/list",1117
"2022-05-31 17:51:05.955","/inventor/chimpum/show",576
"2022-05-31 17:51:06.821","/master/welcome",442
"2022-05-31 17:51:07.431","/master/welcome",550
