timestamp,test-class,test-method,time,description,result
"2022-05-31 17:49:58.946","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","positiveTest",13140,""[1] recordIndex=0, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22 22:00, budget=USD 10,000.00, link=https://test.test"","A listing was expected, but doesn't exist"
