timestamp,test-class,test-method,time,description,result
"2022-05-31 17:08:20.534","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",18211,""[1] recordIndex=0, code=22/05/25, creationMoment=2022/05/25 21:51, tittle=BChimpum tittle 2: Lorem ipsum dolor sit amet cnsectetur adipiscing elit sed do eiusmod tempor incid, description=Lorem ipsum dolor sit amet consectetur adipiscing elit sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in v, startPeriod=2022/07/22 23:00, endPeriod=2022/07/29 23:00, budget=EUR 500.75, link=null"","OK"
"2022-05-31 17:08:30.322","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",9243,""[2] recordIndex=1, code=22/05/26, creationMoment=2022/05/26 21:51, tittle=CChimpum tittle 3., description=Chimpum description 3, startPeriod=2022/07/20 23:00, endPeriod=2022/07/27 23:00, budget=USD 1,000.00, link=https://link.com"","OK"
"2022-05-31 17:08:40.191","acme.testing.inventor.chimpum.InventorChimpumListTest","positiveTest",9415,""[3] recordIndex=2, code=22/05/27, creationMoment=2022/05/27 21:51, tittle=DChimpum tittle 4., description=Chimpum description 4, startPeriod=2022/07/22 23:00, endPeriod=2022/07/29 23:00, budget=USD 2,000.00, link=https://link.com"","OK"
