timestamp,test-class,test-method,time,description,result
"2022-05-31 17:57:22.435","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",13667,""[1] recordIndex=0, tittle=null, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","OK"
"2022-05-31 17:57:26.894","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",4002,""[2] recordIndex=1, tittle=tittle test, description=null, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","Record index 1 is out of range"
"2022-05-31 17:57:30.763","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3411,""[3] recordIndex=2, tittle=tittle test, description=description test, startPeriod=null, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","Record index 2 is out of range"
"2022-05-31 17:57:34.575","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3366,""[4] recordIndex=3, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=null, budget=USD 10,000.00, link=https://test.test"","Record index 3 is out of range"
"2022-05-31 17:57:38.33","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3235,""[5] recordIndex=4, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=null, link=null"","Record index 4 is out of range"
"2022-05-31 17:57:42.07","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3294,""[6] recordIndex=5, tittle=Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Ti, description=Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Tittle test 1.Titi, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD 10,000.00, link=https://test.test"","Record index 5 is out of range"
"2022-05-31 17:57:45.889","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3410,""[7] recordIndex=6, tittle=tittle test, description=description test, startPeriod=2022/04/01 22:00, endPeriod=2022/04/20 22:00, budget=USD 10,000.00, link=https://test.test"","Record index 6 is out of range"
"2022-05-31 17:57:49.777","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3347,""[8] recordIndex=7, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=USD -10,000.00, link=https://test.test"","Record index 7 is out of range"
"2022-05-31 17:57:53.435","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3226,""[9] recordIndex=8, tittle=tittle test, description=description test, startPeriod=2022/09/01 22:00, endPeriod=2022/09/20 22:00, budget=XXX 10,000.00, link=https://test.test"","Record index 8 is out of range"
"2022-05-31 17:57:57.325","acme.testing.inventor.chimpum.InventorChimpumUpdateTest","negativeTest",3427,""[10] recordIndex=9, tittle=null, description=null, startPeriod=null, endPeriod=null, budget=null, link=null"","Record index 9 is out of range"
